00187503-n	gla:example	cha ghabh cùisean atharrachadh aig an ìre seo	DS
00188305-n	gla:lemma	sìolachadh	DS
00188305-n	gla:gloss	lionn atharrachadh le bhith ga chur tro shìolachan	DS
00188625-n	gla:lemma	lùghdachadh	DS
00188625-n	gla:gloss	rud a dhèanamh nas sìmplidhe	DS
00188938-n	gla:lemma	caomhnadh	DS
00188938-n	gla:gloss	a' gleidheadh nothean gu seaghach agus a' lùghdachadh chosgaisean	DS
00188938-n	gla:example	bidh mi ann ma bhios mi air mo chaomhnadh	DS
00189235-n	gla:lemma	lùghdachadh	DS
00189235-n	gla:gloss	gearradh sìos air caiteachas gus am bi seasmhach gu h-ionmhasail	DS
00189422-n	gla:lemma	caomhnadh-tomaid	DS
00189422-n	gla:gloss	sàbhaladh air cosgiais saothrachaidh	DS
00190783-n	gla:lemma	deicheadh	DS
00190783-n	gla:gloss	nuair a dh'atharraichear gu siostam deicheach	DS
00191014-n	gla:lemma	meatrachadh	DS
00191014-n	gla:gloss	ag atharrachadh go aonadan-tomhais mheatrach	DS
00191338-n	gla:lemma	mùthadh	DS
00191338-n	gla:gloss	gnìomhachd ag atharrachadh bhon àbhaist	DS
00191563-n	gla:lemma	diofarachadh	DS
00191563-n	gla:gloss	atharrachadh beag ach follaiseach a thoirt air rudeigin seach an àbhaist	DS
00191784-n	gla:lemma	tionndadh	DS
00191784-n	gla:gloss	ag atharrachadh nan cleachdaidhean agad	DS
00191938-n	gla:lemma	eugsamhlachadh	DS
00191938-n	gla:gloss	a' toirt a-steach eugsamhlachd (ann an tasgaidhean no ann am bathar is a leithid)	DS
00192307-n	gla:lemma	sruthadh	DS
00192307-n	gla:gloss	ag atharrachadh fad na tìde	DS
00192453-n	gla:lemma	atharrachadh	DS
00192453-n	gla:gloss	ag atharrachadh bho nì no àite gu nì no àite eile	DS
00192854-n	gla:lemma	iomlaid	DS
00192854-n	gla:gloss	rudeigin no cuideigin a chur an àite rudeigin no cuideigin eile	DS
00194838-n	gla:lemma	àrdachadh	EOMW
00194838-n	gla:gloss	NO_GLOSS	EOMW
00195180-n	gla:lemma	ìsleachadh	DS
00195180-n	gla:gloss	ìsleachadh air inbhe	DS
00195517-n	gla:lemma	cruth-atharrachadh	DS
00196094-n	gla:lemma	atharrachadh	DS
00198310-n	gla:lemma	toirmeasg	DS
00198671-n	gla:lemma	cur an aghaidh	DS
00198671-n	gla:gloss	a' dol an aghaidh rudeigin ris nach eil thu ag aontachadh	DS
00199007-n	gla:lemma	glasadh a-mach	DS
00199203-n	gla:lemma	frith-ghluasad	DS
00199729-n	gla:lemma	diùltadh	EOMW
00199729-n	gla:gloss	NO_GLOSS	EOMW
00199729-n	gla:example	tha i a' diùltadh bruidhinn rium	DS
00200036-n	gla:lemma	cùl na còmhla	DS
00200036-n	gla:gloss	a' diùltadh cuideigin gu grad	DS
00200036-n	gla:example	fhuair an truaghan cùl na còmhla	DS
00200140-n	gla:lemma	seachnadh	DS
00200140-n	gla:gloss	ag èaladh air falbh a dh'aon ghnothach bho rudeigin	DS
00200140-n	gla:example	cha gabh an fhìrinn seachnadh	DS
00200409-n	gla:lemma	tionndadh air falbh	DS
00200409-n	gla:gloss	gus nach fhaic thu	DS
00200586-n	gla:lemma	èaladh	DS
00200586-n	gla:gloss	teicheadh bho chunnart no èiginn	DS
00200721-n	gla:lemma	caol-teàrnadh	DS
00200721-n	gla:gloss	rudeigin a thig faisg air sgrios	DS
00200826-n	gla:lemma	trèigsinn	DS
00200826-n	gla:gloss	do chùl a chur ri rudeigin	DS
00201046-n	gla:lemma	mearachadh?	DS
